t,x_meters,y_meters
0.0333,2.3161,0.5960
0.0667,0.8191,1.6062
0.1167,3.1779,2.4344
0.1500,0.6886,1.0728
0.1667,3.8335,2.3519
0.1833,0.0000,0.0814
0.2000,4.1132,2.2923
0.2167,4.3636,2.2372
0.2333,4.3653,2.2418
0.2500,4.6129,2.1822
0.2667,4.8277,2.1108
0.2833,4.8322,2.1170
0.3000,5.0347,2.0264
0.3167,2.5728,0.0000
0.3333,0.1155,0.6877
0.3500,5.4152,1.8567
0.3667,5.4152,1.8567
0.3833,5.5894,1.7467
0.4000,5.7453,1.6504
