t,x_meters,y_meters
0.0000,2.0033,0.0000
0.0833,0.5982,0.9408
0.4000,0.0000,0.2040
0.4167,0.0052,0.2052
0.4333,0.0122,0.2075
0.4500,0.0129,0.2124
